id,bookname,author,publish,originame,translater,ptime,pages,price,zhuangzheng,books,isbn,starts,commentcnt,weburl,bookintro,authorintro
368,刺绣针法百种简史与示范,无,雄獅圖書,无,无,2003年01月28日,None,"NT$ 540",None,None,9789574740512,9.5,40,https://book.douban.com/subject/1335485/,古今針法的演變，無不由簡明走向繁複，由清晰走向駁雜，且有其一定的「秩序感」可追尋。,
369,博尔赫斯诗选,[阿根廷]豪·路·博尔赫斯,河北教育出版社,无,无,2003-1,306,19.0,平装,20世纪世界诗歌译丛,9787543448377,8.9,2561,https://book.douban.com/subject/1417385/,突然间黄昏变得明亮因为此刻正有细雨在落下。或曾经落下。下雨无疑是在过去发生的一件事。谁听见雨落下，谁就回想起那个时候，幸福的命运向他呈现了一朵叫做玫瑰的花和它奇妙的，鲜红的色彩。这蒙住了窗玻璃的细雨必将在被遗弃的郊外在某个不复存在的庭院里洗亮架上的黑葡萄。潮湿的暮色带给我一个声音，我渴望的声音，我的父亲回来了，他没有死去。,"博尔赫斯,阿根廷诗人、小说家兼翻译家。生于布宜诺斯艾利斯一个有英国血统的律师家庭。在日内瓦上中学，在剑桥读大学。精通英、法、德等多国文字。中学时代开始写诗。1923年出版第一部诗集，1935年出版第一本短篇小说集，从此奠定了在阿要廷文坛上的地位。1950年至1953年间任阿根廷作家协会主席。1955年任国立图书馆馆长、布宜诺斯艾利斯大学哲学文学系教授。1986年4月24日与玛丽亚·儿玉结婚，6月14日在日内瓦去世。他喜欢的主题有：追求不可能实现的事物，讽刺性地实现人类的梦想，理想主义哲学的各种含义，存在之混乱和无益，时间的周而复始，以及理性的失败。据他本人所言，博尔赫斯的成败将取决于他的诗歌。他一生所获得的最重要的奖项可能是福门托奖，这业已并将永远成为人们批评甚至或抨击瑞典文学院的一个有力证据。"
370,多情剑客无情剑(上、中、下),古龙,海天出版社,无,无,1991-12-01,991,49.8,平装,None,9787806152614,8.7,12233,https://book.douban.com/subject/1422833/,《小李飞刀:多情剑客无情剑》一直被公认为古龙武侠作品的巅峰之作和最高成就。它不仅是一部阐明武学真谛的作品，还是一部写尽人间世态炎凉的人情历史画，更是一部触动社会现实，探索人生哲理的警世名著。本书问世至今，小李飞刀李寻欢作为华语世界最最著名的文学形象，感动着一代又一代的读者，被一遍又一遍翻拍成影视剧，总霸占收视率榜首。全书情节环环相扣，人物栩栩如生，读者虽然时刻处在刀光剑影之中，眼睛却始终被人性中最真挚的爱情、友情感动的热泪长流。翻开本书，走进大师古龙精彩纷呈的文学世界，收获人生中永不可丢失的勇气、侠义、爱与宽容。,古龙，（1938-1985），原名熊耀华，出生于香港，幼时暂居汉口，后经香港赴台。古龙的小说创造性地将戏剧、推理、诗歌等元素带入传统武侠，又将自己独特的人生哲学融入其中，阐述其对中国社会的独特洞见，将武侠小说引入了经典文学的殿堂；作为当代华语文坛罕有的大师，古龙的作品是真正深入街头巷尾的文学经典，小李飞刀、陆小凤、楚留香等众多形象，早已成为当代中国人精神生活的重要角色；一句“人在江湖，身不由己”，流传之广，几乎成为中国人最常见的口头禅，对当代中国人的价值观产生了深远的影响；古龙一生，人如其文，像他笔下的众多主人公一样，放浪形骸，挥金如土，嗜酒如命，风流倜傥；在其充满灿烂传奇的一生的尽头，在医生下达严禁饮酒的告诫之后，豪饮三天三夜，大醉归西。一代大侠，江湖文豪，古龙的作品和人生，都在演绎他永恒的主题：勇气、侠义、爱与宽容。
371,"不可抗力 上",藍淋,鮮歡,无,无,2005年06月02日,None,"NT$ 180",None,None,9789867568687,7.9,2727,https://book.douban.com/subject/1334600/,待在孤兒院的舒念，從小就想像公主那樣，有個王子來拯救自己。結果，他等到的不是王子，而是一個脾氣古怪的「飼主」謝炎……堅信自己不喜歡男人的謝炎，無法容忍身邊對自己有企圖的同性，所以他要舒念離開自己的視線，卻沒想到這一送，竟也送走了他的脾氣「穩定劑」……一個想愛他，一個不要他愛，兩個男人之間的「愛情」，何時才能找到對等的那一天？又不是沒抱過男人，感覺只有三個字——硬邦邦，有什麼好！摸起來和女孩子完全不一樣，女生是軟綿綿的，小念是柔韌的，很有彈性，腰部瘦削結實……趕緊拼命甩頭，把那種隱約居然冒出來的「小念似乎比較好」的想法甩到外太空，謝炎綠著張臉，倒退到客廳�去了。……,
372,金刚经说什么,南怀瑾,复旦大学出版社,无,无,2002-6,493,27.00元,平装,南怀瑾著述单行本,9787309033267,8.9,6381,https://book.douban.com/subject/1409704/,作者依据梁代昭明太子的分法，将《金刚经》分为32品（相当于章），然后逐品作了讲解，每一品均以一首偈颂作总结，以阐发他的心得。,
373,兄弟（上）,余华,上海文艺出版社,无,无,2005-8,256,16.00元,平装,兄弟,9787532129027,8.3,60536,https://book.douban.com/subject/1401425/,《兄弟》讲述了江南小镇两兄弟李光头和宋钢的人生。李光头的父亲不怎么光彩地意外身亡，而同一天李光头出生。宋钢的父亲宋凡平在众人的嘲笑声中挺身而出，帮助了李光头的母亲李兰，被后者视为恩人。几年后宋钢的母亲也亡故，李兰和宋凡平在互相帮助中相爱并结婚，虽然这场婚姻遭到了镇上人们的鄙夷和嘲弄，但两人依然相爱甚笃，而李光头和宋钢这对没有血缘关系的兄弟也十分投缘。李兰去上海看病，而“文革”开始，宋凡平遭受了极其残酷的虐待，但他坚持给病中的妻子写信，隐瞒了事实真相，用想像出的美好生活欺骗着妻子，但最终仍然逃脱不了惨死的命运。李兰为宋凡平守孝，7年不洗头，而李光头和宋钢则在相互照顾中成长……,余华，浙江海盐人，1960年出生于浙江杭州，后来随父母迁居海盐县。中学毕业后，因父母是医生，余华曾当过牙医，五年后弃医从文，进入县文化馆和嘉兴文联，从此开始文学创作生涯。曾在北京鲁迅文学院与北师大中文系合办的研究生班深造，1984年开始发表小说。余华是中国先锋派小说的代表人物，与叶兆言、苏童等人齐名。作品有短篇小说集《十八岁出门远行》、《世事如烟》，长篇小说《活着》、《在细雨中呼喊》及《战栗》。
374,线性代数及其应用,无,机械工业出版社,"Linear Algebra and Its Applications",无,2005-8-1,496,59.00元,平装,华章数学译丛,9787111167099,9.1,598,https://book.douban.com/subject/1425950/,本书主要内容包括线性方程组、矩阵代数、行列式、向量空间、特征值与特征向量、正交性和最小二乘法、对称矩阵和二次型等。此外，本书包含大量的练习题、习题、例题等，便于读者参考。,"David C. Lay 在美国加利福尼亚大学获得硕士和博士学位。他是马里兰大学帕克学院数学系教授，同时还是阿姆斯特丹大学、阿姆斯特丹自由大学和德国凯泽斯劳滕大学的访问教授。Lay教授是“线性代数课程研究小组”的核心成员，发表了30多篇关于泛函分析和线性代数方面的论文，并与他人合著有多部数学教材。"
375,西方文明中的音乐,[美]保罗·亨利·朗,贵州人民出版社,无,无,2003-03-01,730,98.00元,平装,None,9787221053435,9.4,250,https://book.douban.com/subject/1428307/,本书共分二十章，内容包括古希腊、罗马、格里高利艺术与它的影响范围、文艺复兴、巴罗克、古典主义与浪漫主义的交汇、19世纪音乐的边缘及其实践等。,
376,一個人住第5年,[日]高木直子,大田,无,无,2004-12-1,44,NT$220,平装,高木直子绘本系列,9789574557806,8.4,35384,https://book.douban.com/subject/1346815/,一個人住了五年的過來人的日常生活。一個人的生活輕鬆也寂寞，卻又難割捨。作者利用可愛的圖畫搭配生活化的文字描寫一個人住的生活點滴，只要你曾經一個人住過，一定會有深刻的感覺。一個人住不用跟家人搶浴室洗澡，愛洗多久就洗多久、一個人住偶爾不小心看了恐怖電視而害怕的睡不著覺、一個人住感冒的時候孤單寂寞的心情如潮水般的湧上心頭、一個人住到超商去買菜還會會貨比三家、一個人住會努力想記帳，卻因為偷懶而想出每天存「50元」的計畫、一個人住常會想變換擺設也是不錯而忙到凌晨三點，有點自由隨性卻又有點苦惱，這就是一個人住的生活。作者希望可以透過這本書跟读者分享又寂寞又美好的單身生活。,高木直子：1974年出生於日本三重縣。以成為插畫家為目標，1998年上東京。一直以來都生活在衛浴設備很狹窄的公寓裡，最近搬了新家而有了較大的浴室，正開心著呢！目前除了插畫小品之外，也用壓克力顏料創作插畫、漫畫等等。
377,不羁的风,[加拿大]亦舒,新世界出版社,无,无,2005-5,186,16.00元,平装,亦舒新经典,9787801876409,7.4,7683,https://book.douban.com/subject/1322328/,那个可爱、温柔、善解人意的少女去了何处？短短几个月，好像没有司机已经不晓得走路，学会指挥下人，不再接受有人逆她意思。不过，这也等于释放了他，他爱幕的楚楚动人的可人儿不得存在了。她绝对不需要他，他守在一旁等上一个世纪也没有用。“不羁的风”——在这艘豪华的游轮上，到处充斥着权势、地位、金钱。风流倜傥的余秋深接近清秀的唐清流，目的却是她身边已近古稀且双腿残疾的主人刘太太。即将走上红地毯的刹那，刘太太顿悟，一场闹剧般的婚姻就此结束。刘太太的去世使得清流得到一笔不小的遗产，同时也使得她行为、作态日渐像极了刘太太，是她的灵魂附了她的体吗？如果不是，主仆二人为什么会为同一人神魂颠倒呢？难道只是因为曾经那深情的一吻？,亦舒，生于上海。曾在《明报》任职记者及担任电影杂志采访记者和编辑。后赴英国留学，任职酒店公关部。进入香港政府新闻处担任新闻官，七年后辞职。现为全职作家及家庭主妇，并移居加拿大。
378,香水,[德]帕·聚斯金德,上海译文出版社,无,无,2005-5,235,20.00元,平装,译文经典（平装本）,9787532736201,8.5,28256,https://book.douban.com/subject/1292416/,小说叙述一个奇才怪杰谋杀了26个少女的故事。其中每一次谋杀都是一个目的：只是因为迷上她们特有的味道。对格雷诺耶来说，每次都是一场恋爱，但是他爱的不是人，而是她们身上的香味；谋杀她们只是为了永远占有，并且拥有他所钟爱的那种没有感觉，没有生命的“香味”……这本书不是一部通俗的惊险小说，而是一部构思奇特，充满幻想，离意深刻的严肃作品；自1985年出版以来，始终高居德国畅销书排行榜前列，已被译成30余种文字。,帕·聚斯金德1949年出生在联邦德国，早年在慕尼黑和法国的埃克斯昂普罗旺斯攻读与研究中世纪史和近代史，后一度靠写电影分镜头剧本维持生活。他发表的处女作是剧本《低音提琴》。1984年，聚斯金德完成了他的第一部小说《香水》，出版后轰动了德语文坛。继《香水》之后，聚斯金德用古典主义的笔调创作了中篇小说《鸽子》。
379,月亮忘記了,幾米,格林,无,无,2000-2-1,114,"NT$ 299",平装,幾米作品（格林文化）,9789577452443,8.6,36059,https://book.douban.com/subject/1358873/,看不見的，是不是就等於不存在？記住的，是不是永遠不會消失？每一個黃昏過後，大家焦慮地等待，卻再也沒有等到月亮升起。潮水慢慢平靜下來，海洋凝固成一面漆黑的水鏡，沒有月亮的夜晚，世界變得清冷幽寂．但是，最深的黑夜即將過去，月亮出來了……,
380,無愛紀,黃碧雲,大田出版有限公司,无,无,2001-4-1,272,"TWD 250",平裝,None,9789575839871,8.7,3311,https://book.douban.com/subject/1316606/,"他是個會令人哭泣的男子。 溫柔婉轉，在最深最深密之處緊緊鉤著誰的心， 那個誰，動一動就會痛，痛起來年輕的時候就會哭泣。 楚楚不知道愛但可以想像， 愛必然是這樣的了； 好端端一個人， 內裡鉤著千迴萬轉、刺痛的溫柔。─ ─黃碧雲之「愛無紀」 本書收錄黃碧雲小說「愛無紀」、「桃花紅」、「七月流火」。 華麗文字，書寫普羅女子情感生命裡隱隱細細的定靜狂暴。 以日復一日百般聊賴照見慾望之火、以緩慢無愛試圖彌補缺失、 以冷淡漠然掩抑隨之起舞愛的意志。 「無愛紀以蟲行為舞，以嬰兒糞香為挑情之惑。 無愛紀無所缺失、無所希冀、幾乎無所憶、模錂兩可、甚麼都可以。」 小說細緻梳爬，憂愁暴裂之外，淺嚐了錯愛的傷感。",黃碧雲，一九六一年生於香港，香港大學社會學系犯罪學碩士，香港大學專業進修學院法律專業文憑。曾任新聞記者，為合格執業律師。她的小說創作深具特色與驚嘆，「寫與舞」目前是她生活的全部。長久以來重量級的溫柔文字觸動讀者，教人願意追索與守候其作品。黃碧雲的出版作品堪稱質的排行榜，曾獲得第三屆香港中文文學雙年獎小說獎、第四屆香港雙年獎散文獎、第一屆香港藝術發展局文學新秀獎等等，並且多次入選台灣文學小說選集。一九八七年於香港城市當代舞蹈團演出單人表演《一個女子的論述》。二OOO年於香港藝術中心演出讀書小劇場《媚行者》。二OO四年於香港牛池灣文娛中心演出讀書小劇場《沉默‧暗啞》。台北大田出版：《七宗罪》、《突然我記起你的臉》、《烈女圖》（獲1999年中國時報開卷十大好書獎）、《媚行者》、《無愛紀》、《血卡門》、《後殖民誌》（獲2003年聯合報讀書人最佳書獎）。
381,帝都赋,沧月,新世界出版社,无,无,2005-5,205,18.00元,平装,None,9787801876331,8.0,8303,https://book.douban.com/subject/1313156/,十四年了。从昆仑到敦煌，从西域到南疆，再从帝都到这里——多少聚散离合、枯荣起落如洪流般将所有一浪浪冲刷而去，浮华过眼，锦绣成灰，惟独剩下的，便是眼前这张纯净如雪的笑颜。无论成败起落，始终不变。圣湖旁看到沙曼华的时候，正是夕阳西下的时候，湖上波光离合，宛如梦幻。他忽然被那样璀璨的光与影眩住了眼睛，居然不敢上前。,沧月，网络文学女作家。2001年底开始在网络发表作品，先以武侠成名，后转入奇幻领域，受到读者喜爱。后开始为《今古传奇·武侠版》等杂志写文；2004年获《今古传奇》主办的“全国大学生武侠小说比赛”第一名，同时获得温瑞安设立的首届“神州奇侠奖”。
382,软件设计的艺术,无,机械工业出版社,无,无,2005-1,230,39.00元,简裝本,None,9787111155157,8.1,22,https://book.douban.com/subject/1244410/,"本书是一本经典著作，由众多卓越的软件和设计专业人员的论文及访谈录组成。本书的作者从不同角度，通过大量生动的实例，说明了什么是设计，给出了所有设计领域中共同的核心实践，展示了软件构建者如何运用这些实践产生用户更满意的软件。    本书并没有很明确地提出解决软件设计问题的方法，而是引导读者站在不同的角度，在更高的层次上，对这些问题进行换位思考和更深入的分析，得出自己的结论，相信会对软件设计人员、项目经理、产品经理、系统分析员等相关人员有很大帮助。对于在校的学生来说，本书也是一本启发思路、拓展视野的好书。",
383,简媜散文,伊始,浙江文艺出版社,无,无,2000-03-01,354,15.0,平装,None,9787533907365,8.9,1025,https://book.douban.com/subject/1291570/,简媜，1961年生于台湾省宜兰县，台大中文系毕业，曾获吴鲁芹散文奖、时报文学奖等。是《台湾文学经典》最年轻的入选者，也是台湾最无争议的实力派女作家。著有《水问》、《只缘身在此山中》、《私房书》、《下午茶》、《女儿红》、《胭脂盆地》等十余种散文集。,简媜，台湾宜兰县人，一九六一年生。台湾大学中文系毕业。曾获得台湾学生文学奖大专散文组第一名、第三十一届文艺奖章、第三届梁实秋文学奖、第十四届联合报文学奖附设吴鲁芹散文大奖和第十五届时报文学奖散文首奖等。著有散文集《水问》、《只缘身在此山中》、《月娘照眠床》、《私房书》、《下午茶》、《七个季节》、《梦游书》、《浮在空中的鱼群》和《空灵》等。散文风格力求多变，编理内容，推敲形式，斟字酌句，糅合抒情菁华，能于饭蔬饮水洞见生命底基，于寻常花草窥视天堂之钥，被誉为台湾散文第三代传人。一如夏天所说：“读简媜散文，如看一路山水，如闻满街市声，如参悟一路禅意，还可兼想一路心事。”
384,会有天使替我爱你,明晓溪,新世界出版社,无,无,2005-5,329,20.00元,平装,None,9787801876553,6.6,44470,https://book.douban.com/subject/1291760/,《会有天使替我爱你》是一部校园爱情小说，先在网络连载。小米因为死去男友的心脏移植给了另外一个男孩而转学来到了他所在的学校，这个男孩——尹堂曜同明晓溪所有小说中的男主角一样，高大英俊，家境优越，帅且酷……小米用尽一切办法去接近尹堂曜，替他写作业、跑1500米……终于，尹堂曜接受了小米并开始同她交往，但有一天，小米突然发现，他死去男友的心脏其实并没有移植到尹堂曜的身上……而尹堂曜也发现了小米接近他的真实目的……,明晓溪，青春言情文学女作家。武汉大学毕业。主编杂志《仙度瑞拉》。已出版作品：《水晶般透明》《冬日最灿烂的阳光》《无往而不胜的童话》《烈火如歌》《烈火如歌２》《会有天使替我爱你》《泡沫之夏》。
385,诫律,无,辽宁教育出版社,无,无,2005-5-1,200,18.00元,BBC书籍,None,9787538273069,8.2,1028,https://book.douban.com/subject/1310112/,《诫律:全球最经典恋爱圣经》作者以轻松幽默笔触写出男性的真实想法，让女性可以借此洞悉他们的想法，进而掌握男性的心理。只要你遵守33条黄金诫律实际行动，就能发挥女性天赋特质，令每一个男人都难以拒绝，为你找到幸福滋味与甜蜜恋曲，而你心目中的白马王子，将永远为你痴迷、为你疯狂一辈子。,
386,大漠荒颜,沧月,新世界出版社,无,无,2005-5,204,18.00元,平装,None,9787801876348,8.1,7639,https://book.douban.com/subject/1313159/,命运，似乎没有给过他们两个半分的机会。情义自古难兼顾。自从有祁连山顶上面对着种种取舍，向敦煌方向迈出那一步后，他就再度失去了沙曼华——那是他在这个浮华冷漠的世上，内心存留着惟一梦想，却脆弱得触手即碎。雪地上犹自有血点点泼洒，结了冰，宛如一朵朵火红的曼珠沙华开在雪峰之上，凄厉而诡异，暗示着不祥的结局——沙曼华……沙曼华！我又一次在近在咫尺的距离内，错过了你。,沧月，网络文学女作家。2001年底开始在网络发表作品，先以武侠成名，后转入奇幻领域，受到读者喜爱。后开始为《今古传奇·武侠版》等杂志写文；2004年获《今古传奇》主办的“全国大学生武侠小说比赛”第一名，同时获得温瑞安设立的首届“神州奇侠奖”。
387,中国文化要义,梁漱溟,上海人民出版社,无,无,2005-05,278,25.00元,平装,世纪人文系列丛书·世纪文库,9787208055070,9.0,2141,https://book.douban.com/subject/1315213/,《中国文化要义》首先从集团（集体）生活得角度对比了中国人和西方人不同的文化传统和生活方式，进而提出了中国社会是伦理本位社会的重要论断，并根据对中国宗教的深入考察，指出以伦理组织社会，进而实现中国社会改造的出路。此外，作者还考察了中国社会的基本结构，既批判了中国文化的病诟，也揭示了中国民族精神的要旨。中國文化要義。,
388,如何求解问题,无,中国水利水电出版社,"How to Solve It: Modern Heuristics",无,2003-2-1,360,35.00元,平装(无盘),None,9787508413839,8.7,338,https://book.douban.com/subject/1232071/,《如何求解问题:现代启发式方法》通过一系列贯穿于章节间的有趣难题，《如何求解问题:现代启发式方法》深入浅出地阐述了如何利用计算机来求解问题的一些现代启发式方法。全书包括两部分，共分15章。,
389,黄帝内经,无,中医古籍出版社,无,无,2003-11,316,30.00元,简裝本,None,9787801742049,9.3,1245,https://book.douban.com/subject/1254942/,《黄帝内经》是我国现存医书中最早的典籍之一，成书于战国至秦汉时期，是我国劳动人民长期与疾病做斗争的经验总结。它的问世，开创了中医学独特的理论体系，标志着祖国医学由单纯积累经验的阶段发展到了系统的理论总结阶段。,
390,古今数学思想（一）,[美]莫里斯·克莱因,上海科学技术出版社,无,无,2002-7,352,32.00元,平装,古今数学思想,9787532361724,9.0,819,https://book.douban.com/subject/1277169/,《古今数学思想》论述了从古代一直到20世纪头几十年，这数千年中数学大部分分支的历史发展，阐述了一些重要的数学思想的来源、数学之间与数学和其他自然科学，尤其是力学、物理学的关系。第一册的内容有美索不达米亚的数学、埃及的数学、古典希腊数学的产生等。,"莫里斯·克莱因（Morris Kline, 1908-1992），纽约大学库朗数学研究所的教授，荣誉退休教授，他曾在那里主持一个电磁研究部门达20年之久。克莱因的著作很多，包括《数学：确定性的丧失》和《数学与知识的探求》等。"
391,小狗钱钱,[德]博多·舍费尔,中国工人出版社,无,无,2002-2,214,15.80元,平装,None,9787500827399,8.7,9498,https://book.douban.com/subject/1095634/,《小狗钱钱》讲述的是一个童话故事：有一天，吉娅发现一只受伤的猎狗，并把它带回了家。可是，有谁会想到，这只普通的四脚动物却是一个真正的理财天才呢？吉娅和小狗成为了朋友，并从它那里得知，原来所有的愿望都是可以实现的。从这个童话故事里可以了解一些金钱的秘密和真相，以及投资、理财的办法。这个故事描述了在实施这些方法的过程中可能遇到的挑战，并且说明了一些令人难以置信的结果。,"博多·舍费尔（Bodo Schafer）是位畅销书作家。他萃取个人经历中的精华，总结出一套投资理念。借着这套理念的帮助，欧洲成千上万的人在个人财务问题上取得了巨大的进步。在获得财务自由之前博多也曾经历过长期的奋斗。他16岁时远赴美国求学，高中毕业后进入大学主修法律，之后在不同公司中担任各种重要职务。26岁时博多陷入严重的个人财务危机，然而凭借坚强的意志和正确的投资理念，他最终摆脱了债务，获得了成功。博多决心把他的理财知识传播给更多的人。他的著作被翻译成十几种语言在全球各地广为传播，创下了110周稳居德国图书排行榜首位的记录。他每年在欧洲各地的巡回演讲吸引数十万人热情参与。"
392,护花铃,沧月,新世界出版社,无,无,2005-1,309,19.80元,平装,None,9787801875310,8.3,11081,https://book.douban.com/subject/1256186/,听雪江湖，那血薇夕影中的寂寞人生啊。在十七岁到二十四岁那一段时间里，男女主人公挥霍着心里的那一点灼热、疼痛和不甘。不惜以一把双刃剑，自伤三分后再去伤人七分。梦想、少年时光、救赎和守护、爱，以及宽恕……一个野蔷薇般美丽倔强的女子，一个谜一样的年轻霸主，一对人中龙凤演绎出一段绝色伤痕之恋！,沧月，网络文学女作家。2001年底开始在网络发表作品，先以武侠成名，后转入奇幻领域，受到读者喜爱。后开始为《今古传奇·武侠版》等杂志写文；2004年获《今古传奇》主办的“全国大学生武侠小说比赛”第一名，同时获得温瑞安设立的首届“神州奇侠奖”。
393,STL源码剖析,侯捷,华中科技大学出版社,无,无,2002-6,493,68.00元,平装,None,9787560926995,8.7,1188,https://book.douban.com/subject/1110934/,"学习编程的人都知道，阅读、剖析名家代码乃是提高水平的捷径。源码之前，了无秘密。大师们的缜密思维、经验结晶、技术思路、独到风格，都原原本本体现在源码之中。这本书所呈现的源码，使读者看到vector的实现、list的实现、heap的实现、deque的实现、Red Black tree的实现、hash table的实现、set/map的实现；看到各种算法（排序、查找、排列组合、数据移动与复制技术）的实现；甚至还能够看到底层的memory pool和高阶抽象的traits机制的实现。",
394,萧十一郎,古龙,珠海出版社,无,无,2005-8,413,19.00元,平装,古龙作品集,9787806070598,7.9,10226,https://book.douban.com/subject/1089518/,,古龙，本名熊耀华，原籍江西。古龙毕业于台湾淡江大学外文系，是台湾著名新派武侠小说作家。他从1960年创作《苍穹神剑》始，一生共写了近70部武侠小说，影响巨大。其代表作有《风云第一刀》、《绝代双骄》、《楚留香传奇》系列、《陆小凤传奇》、《七种武器》系列、《白玉老虎》、《流星·蝴蝶·剑》等。
395,业余无线电通信,无,人民邮电出版社,无,无,2004-10,303,26.0,平装,None,9787115125002,9.2,44,https://book.douban.com/subject/1189694/,《业余无线电通信》(修订本)既可作为开展业余电台活动的教材，也可作为业余无线电爱好者的自修读本和手册。相信本书的出版一定会对我国业余电台活动的健康发展起到重大作用。,
396,王阳明全集（全二册）,无,上海古籍出版社,无,无,1992-12-1,1648,130.00元,精装,None,9787532512423,9.4,547,https://book.douban.com/subject/1203421/,"《王陽明全集(上下)》，本书以浙江图书馆藏明隆庆6年谢廷杰刻“王文成公全书”38卷为底本标点,现编为41卷。",
397,炒股的智慧,陈江挺,经济科学出版社,无,无,2004-1,222,22.00元,平装,None,9787505841833,8.9,2130,https://book.douban.com/subject/1182173/,作者以在华尔街十多年投资股市的经验教训为感性素材，在研读了西方几百年来的炒股名著和炒股大师传记的基础之上，对投资股市最根本、最重要的问题进行了深入的思考和探索，对取得成功的方法和过程进行了大繁至简、提纲挈领的阐述。其中包括华尔街的家训、学股的四个阶段、怎样克服负面的心理习惯并养成自己稳定的炒股模式、怎样选择临界点、怎样应对大户操纵、怎样利用大机会、怎样培养对股票运动的直觉……,陈江挺，1962年生于福建，1982年毕业于上海交通大学，1983年赴美留学，分获机械工程和国际金融硕士学位。现以炒股为主。
398,创意,[美]詹姆斯·韦伯·扬,中国海关出版社,无,无,2004-10,129,24.00元,None,None,9787801651976,8.2,497,https://book.douban.com/subject/1193831/,并不是每一个人都能将自己的梦想变为现实，产是因为他们不够聪明、不够坚持，而是因为他们没有掌握方法。为什么那些资深创意人总是要比那些创意新人的好想法多一些，难道他们会更聪明？当然不是，只是因为他们掌握了创意的技巧。这些技巧就像一门手艺，会被人总结出来，再传授下去，所以坊间会流行一种说法：广告是一门师傅带徒弟的手艺。那么创意是如何得到的呢？相信韦伯扬的这本《创意》会给您一个满意的答案。,"詹姆斯·韦伯·扬（James Webb Young），生前任智威汤逊广告公司资深顾问及总监，是美国当代影响力最深远的广告创意大师之一，并于1974年荣登“广告名人堂”。他的广告生涯长达60余年，其本身几几乎就是美国广告史的缩影。晚年致力于广告教育工作及著述，被认为是美国广告界的教务长。"
399,菜根谭,洪应明,吉林文史出版社,无,无,1999-3-1,282,11.00元,平装(无盘),国文珍品文库,9787806263969,8.6,5468,https://book.douban.com/subject/1286547/,《国文珍品文库:菜根谭》中充满了思辨，充满了经邦治国的谋略，充满了富于通变的处世哲学，充满了诗情画意。在《国文珍品文库:菜根谭》中，儒释道融为一体，心学与禅学是其核心。它不是洪应明一人的智慧，也涵盖了洪应明视力所及的前人妙语。它展示的不是某一生活侧面，修身、齐家、治国、平天下，大道皆在；栽花种草，赏月弹琴，小景可观，这是完整的生活。它所面对的不是某一种人，而是芸芸众生。人们可能地位不同，学历不同，性格不同，但都能从中有所吸取。《国文珍品文库:菜根谭》是不同人的共同选择。,
400,平凡的世界（全三部）,路遥,人民文学出版社,无,无,2005-1,1631,64.00元,平装,茅盾文学奖获奖作品全集,9787020049295,9.0,109509,https://book.douban.com/subject/1200840/,《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广阔背景下，通过复杂的矛盾纠葛，刻划社会各阶层众多普通人的形象。劳动与爱情，挫折与追求，痛苦与欢乐，日常生活与巨大社会冲突，纷繁地交织在一起，深刻地展示了普通人在大时代历史进程中所走过的艰难曲折的道路。,路遥（1949年—1992年），陕西清涧人。1973年入延安大学中文系学习。1976年大学毕业后，先后在《陕西文艺》和《延河》杂志做编辑工作。1978年开始发表作品。著有长篇小说《平凡的世界》，中篇小说《惊心动魄的一幕》《人生》等。曾任陕西省作家协会副主席。
401,"男人来自火星 女人来自金星",[美]约翰·格雷,吉林文史出版社,无,无,2005-3,313,28.00元,平装,男人来自火星女人来自金星系列,9787807021711,7.6,11626,https://book.douban.com/subject/1223845/,"《男人来自火星 女人来自金星》是一本有助于改善夫妻关系、保持美满婚姻，使夫妻结伴走完人生旅途的通俗性的心理自助读物。英文版于1992年在美国首次出版。出版后引起了巨大的社会轰动，在美国各年龄层的男男女女中产生了很大影响。《纽约时报》书评根据其销售量，将其排在畅销书排行榜前列，时间竟长达一百五十八周。作者以男女来自不同的星球这一新鲜、生动、形象的比喻作为他的全部实践活动的理论支撑点：即男人和女人无论是在生理上还是心理上，无论是在语言上还是在情感上，都是大不相同的。这一比喻贯穿着他的这本通俗的畅销读物之始终。",约翰·格雷，心理学博士，国际知名的人际关系和情感问题专家。他继《男人来自火星，女人来自金星》轰动全球后，陆续又推出了三本畅销世界的图书，分别是：《男人约会往北，女人约会往南》、《男人进卧室向左，女人进卧室向右》和《火星人的秘密食谱，金重人的健康法则》。现在，约翰·格雷被誉为世界上最著名的两性情感问题专家。他同妻子及3个孩子一道，居住在美国加利福尼亚北部。
